,first,second
3434,You may be ambidextrous or mechanically inclined.,You are oriented towards the sensual side of life in everything you do.
3435,You may be ambidextrous or mechanically inclined.,it may show through too much weight.
3436,You may be ambidextrous or mechanically inclined.,You are tremendously responsive to beauty.
3437,You may be ambidextrous or mechanically inclined.,You are tremendously responsive to physical appearances.
3438,You may be ambidextrous or mechanically inclined.,the physical attractiveness of your partner is very important to you.
3439,You may be ambidextrous or mechanically inclined.,You enjoy indulging yourself.
3440,You may be ambidextrous or mechanically inclined.,You enjoy indulging the ones you love.
3441,You may be ambidextrous or mechanically inclined.,it is too easy for you to be extravagant.
3442,You may be ambidextrous or mechanically inclined.,it is too easy for you to put too much value in material things.
3443,You may be ambidextrous or mechanically inclined.,Comfort is important to you.
3444,You may be ambidextrous or mechanically inclined.,you hate getting your hands dirty.
3445,You may be ambidextrous or mechanically inclined.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
3446,You may be ambidextrous or mechanically inclined.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
3447,You may be ambidextrous or mechanically inclined.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
3448,You may be ambidextrous or mechanically inclined.,You aim to please in practical ways.
